ts,magnitudes,longitude,latitude,,
2024/2/9 18:44:26.241,2.1,78.927,41.344,,
2024/2/9 18:26:25.574,2.7,78.798,41.218,,
2024/2/9 17:53:3.091,1.9,78.387,40.822,,
2024/2/9 17:48:50.987,2.2,78.395,40.812,,
2024/2/9 16:36:37.474,2.8,78.791,41.374,,
2024/2/9 16:33:13.363,2.6,77.411,40.383,,
2024/2/9 12:56:47.405,3.5,78.6,41.13,,
2024/2/9 12:51:19.959,3.3,78.608,41.147,,
2024/2/9 11:37:11.659,2,83.894,41.342,,
2024/2/9 10:33:10.012,2.5,78.915,41.14,,
2024/2/9 10:26:48.742,2.4,78.817,41.29,,
2024/2/9 10:22:22.966,3.2,78.886,41.359,,
2024/2/9 9:49:52.929,3.2,76.858,39.472,,
2024/2/9 9:48:20.219,2.5,76.855,39.474,,
2024/2/9 9:40:42.147,2,78.657,41.151,,
2024/2/9 8:13:34.753,2.1,78.603,41.158,,
2024/2/9 7:9:19.06,2.2,78.53,41,,
2024/2/9 4:18:6.802,1.9,78.448,40.994,,
2024/2/9 3:5:54.925,2,77.823,40.181,,
2024/2/9 1:40:55.8,2.7,83.977,40.994,,
2024/2/9 0:13:8.288,2.5,76.451,38.48,,
2024/2/9 0:5:38.205,2.4,78.433,40.992,,
2024/2/8 23:46:58.654,2.4,78.764,41.316,,
2024/2/8 23:38:38.327,2.3,78.361,40.986,,
2024/2/8 23:5:35.832,1.9,78.727,41.26,,
2024/2/8 22:50:51.09,2.7,83.072,42.626,,
2024/2/8 22:45:15.684,2,82.592,41.794,,
2024/2/8 21:15:7.924,2,78.845,41.313,,
2024/2/8 20:30:2.223,1.9,78.665,41.061,,
2024/2/8 19:48:52.09,2.5,78.788,41.339,,
2024/2/8 18:19:9.504,3.7,78.456,40.992,,
2024/2/8 14:14:35.047,3.4,77.741,40.717,,
2024/2/8 13:25:47.716,1.9,79.186,40.912,,
2024/2/8 12:56:17.34,2.2,78.62,41.041,,
2024/2/8 11:17:37.647,3.6,78.518,41.078,,
2024/2/8 11:14:46.877,2.7,78.661,41.072,,
2024/2/8 10:54:54.198,3.5,78.45,40.991,,
2024/2/8 10:35:33.305,2.7,78.833,41.319,,
2024/2/8 10:25:24.596,2.4,78.838,41.201,,
2024/2/8 7:28:32.364,2,78.755,41.325,,
2024/2/8 7:22:20.8,2,77.902,41.052,,
2024/2/8 7:7:24.035,2.4,78.455,41.082,,
2024/2/8 6:41:37.828,2.2,77.878,40.997,,
2024/2/8 5:58:42.149,2.5,83.045,42.698,,
2024/2/8 5:20:0.544,1.9,78.573,41.168,,
2024/2/8 5:6:18.484,2.1,78.37,40.987,,
2024/2/8 4:30:40.794,2.1,78.513,41.053,,
2024/2/8 3:29:47.041,2.3,83.183,44.398,,
2024/2/8 2:8:59.096,2,78.71,41.286,,
2024/2/8 1:37:1.494,2.7,89.558,44.81,,
2024/2/7 22:50:5.995,2.2,78.793,41.328,,
2024/2/7 22:49:5.585,2.6,87.288,36.916,,
2024/2/7 22:43:58.049,2.2,78.619,41.052,,
2024/2/7 22:23:8.945,2.2,78.95,41.347,,
2024/2/7 21:21:40.48,2.5,78.646,41.11,,
2024/2/7 21:6:2.79,2.4,78.754,41.312,,
2024/2/7 21:2:15.075,1.9,78.571,41.105,,
2024/2/7 20:26:31.086,2,76.995,36.8,,
2024/2/7 20:8:16.398,2,78.378,40.719,,
2024/2/7 19:24:32.177,3.2,78.888,41.313,,
2024/2/7 19:16:25.437,2.7,78.482,41.051,,
2024/2/7 16:55:14.414,4.5,78.463,41.076,,
2024/2/7 16:0:22.229,2,78.795,41.287,,
2024/2/7 15:29:13.465,2,78.613,41.138,,
2024/2/7 13:46:11.586,3,83.816,41.201,,
2024/2/7 10:52:28.858,1.9,78.556,41.022,,
2024/2/7 10:12:36.273,2.2,78.749,41.158,,
2024/2/7 9:31:29.18,2,75.81,39.992,,
2024/2/7 9:27:4.631,3.4,78.527,41.036,,
2024/2/7 8:59:6.953,2.4,78.639,41.132,,
2024/2/7 8:16:23.557,2.1,77.748,40.537,,
2024/2/7 8:9:5.924,2.9,78.506,40.956,,
2024/2/7 7:58:50.714,2.6,78.773,41.351,,
2024/2/7 7:53:32.505,2.6,78.604,41.091,,
2024/2/7 4:34:9.391,2.1,78.502,40.99,,
2024/2/7 3:50:38.304,1.9,79.022,41.329,,
2024/2/7 2:34:9.288,2,76.608,40.418,,
2024/2/7 1:2:35.656,3.2,78.619,41.056,,
2024/2/7 0:7:3.133,3.4,78.519,41.011,,
2024/2/6 23:1:57.062,2.8,78.517,40.951,,
2024/2/6 21:29:32.336,2.2,78.591,41.078,,
2024/2/6 21:16:48.375,1.9,78.974,41.354,,
2024/2/6 21:9:30.093,3.4,78.644,41.122,,
2024/2/6 19:3:8.059,2,78.918,41.445,,
2024/2/6 18:53:55.948,2.2,78.885,41.334,,
2024/2/6 18:46:5.345,2.2,78.666,41.066,,
2024/2/6 18:19:48.29,3,78.804,41.085,,
2024/2/6 18:3:47.032,2.1,78.81,41.123,,
2024/2/6 17:53:53.778,2.3,87.963,42.512,,
2024/2/6 17:51:45.966,2.4,78.452,41.095,,
2024/2/6 15:50:22.584,1.9,79.372,36.748,,
2024/2/6 15:46:28.436,2.8,78.581,41.087,,
2024/2/6 15:11:17.121,2.7,78.756,41.251,,
2024/2/6 14:50:19.431,2.4,78.687,41.08,,
2024/2/6 14:40:46.868,2.9,78.964,41.333,,
2024/2/6 13:58:49.857,3.1,83.081,42.693,,
2024/2/6 10:18:19.014,2.2,78.698,41.239,,
2024/2/6 10:3:18.71,1.9,78.675,41.11,,
2024/2/6 9:49:21.897,3.4,78.565,41.057,,
2024/2/6 9:47:19.9,2.1,89.275,44.064,,
2024/2/6 9:44:45.372,3.3,78.954,41.358,,
2024/2/6 9:27:8.154,2,78.526,40.987,,
2024/2/6 8:7:22.966,2.3,78.791,41.222,,
2024/2/6 7:23:39.744,2.5,78.632,41.179,,
2024/2/6 7:10:3.597,2.5,78.412,41.121,,
2024/2/6 6:58:48.638,3.3,87.138,36.91,,
2024/2/6 5:56:22.693,2.5,76.849,39.467,,
2024/2/6 4:20:0.464,3.2,78.503,41.033,,
2024/2/6 4:15:56.806,3.5,78.617,41.105,,
2024/2/6 3:57:35.874,1.9,84.046,43.82,,
2024/2/6 3:49:58.266,3.4,84.627,42.358,,
2024/2/6 3:16:26.082,2.5,89.476,44.58,,
2024/2/6 2:15:52.432,2.1,78.604,41.163,,
2024/2/6 1:7:9.991,2.1,78.585,41.132,,
2024/2/6 0:27:47.615,2.8,82.206,45.471,,
2024/2/6 0:2:35.109,2.3,78.841,41.331,,
2024/2/5 23:35:25.815,2.1,87.918,42.1,,
2024/2/5 23:35:37.923,1.9,78.529,40.966,,
2024/2/5 23:29:16.655,2.9,77.458,40.574,,
2024/2/5 23:2:18.404,1.9,78.545,41.083,,
2024/2/5 22:56:40.451,2,78.614,41.153,,
2024/2/5 22:9:19.838,2.1,87.925,42.475,,
2024/2/5 21:10:19.252,2,78.861,41.392,,
2024/2/5 20:24:30.414,1.9,78.851,41.277,,
2024/2/5 20:18:7.96,2.4,78.76,41.098,,
2024/2/5 19:27:47.774,1.9,78.889,41.373,,
2024/2/5 19:1:27.699,2.1,78.912,41.384,,
2024/2/5 18:23:32.952,1.8,78.85,41.341,,
2024/2/5 18:17:33.362,1.8,78.751,41.339,,
2024/2/5 17:9:45.377,1.9,78.766,41.272,,
2024/2/5 17:7:6.041,2.1,78.844,41.313,,
2024/2/5 15:22:37.106,2,78.663,41.031,,
2024/2/5 14:32:2.893,1.9,84.016,40.902,,
2024/2/5 14:16:29.616,2.3,78.758,41.316,,
2024/2/5 13:39:40.174,2.5,78.501,40.95,,
2024/2/5 11:58:21.375,3.1,78.661,41.112,,
2024/2/5 11:51:3.704,2.2,78.613,41.083,,
2024/2/5 11:18:9.424,3.3,78.788,41.285,,
2024/2/5 11:7:14.987,2.2,78.638,41.209,,
2024/2/5 10:24:7.246,2.3,78.756,41.253,,
2024/2/5 10:6:27.79,1.9,78.768,41.176,,
2024/2/5 9:30:27.632,1.9,76.856,39.466,,
2024/2/5 8:15:46.954,2,78.82,41.165,,
2024/2/5 7:26:54.334,2.6,78.931,41.272,,
2024/2/5 6:15:42.327,2.2,78.583,41.088,,
2024/2/5 5:36:2.019,2.1,84.186,41.328,,
2024/2/5 5:11:46.406,2.7,78.693,41.17,,
2024/2/5 4:36:20.305,1.9,76.868,39.464,,
2024/2/5 3:22:31.392,3.4,76.857,39.47,,
2024/2/5 1:51:12.543,2,76.838,39.467,,
2024/2/5 1:42:49.962,2,78.768,41.348,,
2024/2/5 1:39:5.763,2.2,76.839,39.465,,
2024/2/5 1:27:19.669,3.5,76.831,39.455,,
2024/2/5 1:8:23.653,1.9,76.811,39.429,,
2024/2/4 23:27:23.723,2,79.492,41.441,,
2024/2/4 23:14:5.974,2.5,78.924,41.381,,
2024/2/4 23:12:36.363,1.9,78.815,41.302,,
2024/2/4 22:54:42.006,2,76.842,39.467,,
2024/2/4 22:50:32.23,2.1,78.813,41.356,,
2024/2/4 22:41:14.772,1.9,78.672,41.122,,
2024/2/4 22:34:56.349,2.2,78.473,41.035,,
2024/2/4 22:12:27.768,2.4,76.846,39.468,,
2024/2/4 21:58:47.135,2.9,76.833,39.476,,
2024/2/4 21:33:43.759,2,76.862,39.462,,
2024/2/4 21:24:26.826,2.3,76.796,39.471,,
2024/2/4 21:23:23.618,2.7,76.852,39.464,,
2024/2/4 20:31:15.405,2.1,78.811,41.298,,
2024/2/4 20:0:53.75,2.9,78.833,41.355,,
2024/2/4 15:46:47.214,2.1,78.769,41.355,,
2024/2/4 15:28:0.176,2.4,78.611,41.13,,
2024/2/4 15:18:22.49,3.1,83.134,42.693,,
2024/2/4 14:52:39.113,2.5,78.724,41.255,,
2024/2/4 14:47:19.239,2.5,78.826,41.155,,
2024/2/4 14:20:5.345,2,78.569,41.102,,
2024/2/4 13:42:23.915,2.4,75.821,38.999,,
2024/2/4 12:52:22.671,2.5,78.579,41.075,,
2024/2/4 12:31:36.676,2,78.727,41.3,,
2024/2/4 12:16:1.955,1.9,78.698,41.279,,
2024/2/4 12:9:56.509,2.6,78.633,41.129,,
2024/2/4 11:58:25.996,1.9,77.825,39.822,,
2024/2/4 11:9:15.277,2.7,78.205,36.053,,
2024/2/4 10:16:5.875,2.5,78.797,41.327,,
2024/2/4 9:58:57.093,1.9,78.643,41.123,,
2024/2/4 9:26:57.984,2.1,75.851,38.935,,
2024/2/4 9:23:9.943,2,78.679,41.027,,
2024/2/4 8:39:45.945,1.9,78.575,41.227,,
2024/2/4 8:28:29.376,2.1,77.809,40.125,,
2024/2/4 7:15:17.804,2.1,77.689,40.518,,
2024/2/4 7:2:14.662,2.1,78.523,41.014,,
2024/2/4 6:53:18.127,2.2,78.74,41.373,,
2024/2/4 6:34:10.238,2.4,75.821,40.144,,
2024/2/4 5:42:10.952,2,78.506,41.004,,
2024/2/4 5:5:41.927,2.7,78.636,41.169,,
2024/2/4 4:8:0.088,2,83.735,41.376,,
2024/2/4 3:43:51.911,3.4,78.728,41.214,,
2024/2/4 3:38:42.605,2,78.634,41.088,,
2024/2/4 3:24:25.268,2.3,89.412,38.934,,
2024/2/4 3:9:31.924,2.3,78.657,41.075,,
2024/2/4 2:15:33.642,2.2,78.624,41.127,,
2024/2/4 2:2:25.822,4.2,78.654,41.1,,
2024/2/4 1:38:54.485,1.9,78.618,41.097,,
2024/2/4 1:30:0.223,2.3,78.839,41.366,,
2024/2/4 1:27:46.716,2.7,83.786,43.319,,
2024/2/4 1:27:38.962,2,78.798,41.328,,
2024/2/4 1:26:12.578,2.3,78.921,41.3,,
2024/2/4 1:10:11.732,2.2,78.645,41.054,,
2024/2/3 22:28:55.282,3.2,78.657,41.141,,
2024/2/3 21:53:53.815,3.1,78.769,41.265,,
2024/2/3 21:26:14.537,4.2,78.682,41.08,,
2024/2/3 21:10:52.332,2.3,78.816,41.309,,
2024/2/3 21:8:49.045,2.5,78.92,41.386,,
2024/2/3 20:19:39.895,2.1,78.774,41.302,,
2024/2/3 18:58:7.444,2.2,78.682,41.349,,
2024/2/3 18:57:13.407,3,84.16,40.917,,
2024/2/3 18:30:18.375,2.5,78.746,41.286,,
2024/2/3 17:5:35.579,2.1,79.11,41.545,,
2024/2/3 16:45:17.728,1.9,79.214,41.515,,
2024/2/3 16:36:19.227,4.7,78.568,41.157,,
2024/2/3 15:58:38.727,3.1,78.741,41.234,,
2024/2/3 15:1:35.616,2,76.037,37.264,,
2024/2/3 14:35:59.812,2.5,78.778,41.338,,
2024/2/3 14:8:33.796,2.5,83.986,40.987,,
2024/2/3 13:27:43.068,2.2,77.741,40.266,,
2024/2/3 12:42:12.601,2,78.62,41.151,,
2024/2/3 10:36:30.566,2.2,80.998,41.731,,
2024/2/3 9:38:7.562,2.1,78.79,41.285,,
2024/2/3 8:47:44.272,2,87.858,43.632,,
2024/2/3 8:43:49.194,2.3,78.66,41.075,,
2024/2/3 8:2:33.375,1.9,78.558,41.111,,
2024/2/3 7:11:29.128,2.6,78.875,41.318,,
2024/2/3 6:10:2.083,2.9,78.496,41.004,,
2024/2/3 4:48:57.44,2.8,78.776,41.312,,
2024/2/3 4:13:4.273,2.6,78.773,41.305,,
2024/2/3 3:43:49.334,2,78.594,41.119,,
2024/2/3 1:24:46.316,2,78.724,41.22,,
2024/2/3 0:44:42.896,2.4,78.799,41.323,,
2024/2/2 22:16:5.903,2.4,78.632,41.124,,
2024/2/2 22:13:24.642,2.5,78.75,41.201,,
2024/2/2 22:4:26.327,2.7,78.606,41.201,,
2024/2/2 21:5:31.02,2,78.41,41.033,,
2024/2/2 20:46:24.499,2.5,78.763,41.326,,
2024/2/2 19:41:33.958,2.7,78.483,41.04,,
2024/2/2 19:19:58.038,2.3,78.796,41.333,,
2024/2/2 19:12:56.462,2,78.436,41.031,,
2024/2/2 18:48:52.076,2,78.614,41.148,,
2024/2/2 18:29:59.102,1.9,78.652,41.075,,
2024/2/2 18:26:1.022,2.7,78.5,40.999,,
2024/2/2 16:15:50.256,2.1,78.759,41.319,,
2024/2/2 14:15:19.636,2,78.468,41.122,,
2024/2/2 13:41:7.295,2.4,78.617,41.217,,
2024/2/2 13:36:7.247,2.4,78.929,41.387,,
2024/2/2 13:15:21.564,1.9,78.561,41.147,,
2024/2/2 13:9:57.324,1.9,78.657,41.087,,
2024/2/2 13:2:54,2.4,78.536,41.097,,
2024/2/2 12:50:35.31,2,78.507,41.071,,
2024/2/2 12:44:1.043,2.3,78.933,41.382,,
2024/2/2 12:40:34.423,3.1,78.649,41.111,,
2024/2/2 12:36:59.618,1.9,78.587,41.16,,
2024/2/2 12:29:37.614,2.6,78.571,41.013,,
2024/2/2 12:7:7.771,2.5,78.634,41.038,,
2024/2/2 11:53:59.915,2.1,78.521,41.135,,
2024/2/2 11:18:48.232,2.2,78.521,41.132,,
2024/2/2 10:32:33.938,2.3,88.103,42.091,,
2024/2/2 9:26:44.439,2.5,83.81,41.169,,
2024/2/2 9:8:44.074,2.1,78.632,41.117,,
2024/2/2 8:44:17.237,2.3,78.462,41.027,,
2024/2/2 7:12:34.159,2.5,78.756,41.307,,
2024/2/2 7:1:46.001,2.2,83.557,41.46,,
2024/2/2 5:55:37.035,2,78.802,41.319,,
2024/2/2 5:53:59.653,2.5,78.575,41.101,,
2024/2/2 5:40:28.042,3.2,78.659,41.115,,
2024/2/2 5:10:28.008,2.6,78.649,41.083,,
2024/2/2 4:46:15.09,1.8,80.601,44.677,,
2024/2/2 4:37:58.394,2.1,78.539,40.951,,
2024/2/2 3:38:3.395,2,78.526,41.022,,
2024/2/2 2:21:9.463,1.9,91.681,43.901,,
2024/2/2 1:11:24.488,2.6,78.756,41.102,,
2024/2/2 0:42:21.352,2.5,78.352,41.086,,
2024/2/2 0:31:20.567,2.6,78.939,41.376,,
2024/2/2 0:12:41.078,2,78.537,41.116,,
2024/2/1 22:3:5.028,2.1,78.578,41.116,,
2024/2/1 20:41:4.686,1.8,78.789,41.273,,
2024/2/1 20:10:11.442,1.9,78.962,41.396,,
2024/2/1 19:19:8.521,2.1,78.699,41.116,,
2024/2/1 19:2:48.249,2.5,78.616,41.084,,
2024/2/1 18:35:42.812,2.7,78.571,41.058,,
2024/2/1 18:10:34.573,2.3,78.576,41.038,,
2024/2/1 17:29:42.813,2.3,78.625,41.222,,
2024/2/1 17:13:0.235,2.4,78.675,41.077,,
2024/2/1 16:54:57.144,2.2,78.982,41.383,,
2024/2/1 15:47:11.048,2.6,78.68,40.993,,
2024/2/1 13:37:39.937,2,78.662,41.171,,
2024/2/1 13:30:6.937,2.4,78.808,41.296,,
2024/2/1 13:26:6.23,2,78.47,41.098,,
2024/2/1 12:44:43.803,2.1,83.147,42.691,,
2024/2/1 12:27:1.405,2.5,78.755,41.106,,
2024/2/1 12:17:41.228,2.9,78.653,41.195,,
2024/2/1 11:52:17.543,2,89.813,47.188,,
2024/2/1 11:31:41.741,1.9,78.614,41.069,,
2024/2/1 11:11:33.418,2,78.697,41.352,,
2024/2/1 10:34:10.656,3,78.802,41.209,,
2024/2/1 10:30:48.426,2.1,78.814,41.21,,
2024/2/1 10:21:37.208,3,77.159,36.697,,
2024/2/1 10:7:48.426,2.2,78.607,41.159,,
2024/2/1 9:58:21.962,2,94.272,43.107,,
2024/2/1 9:32:21.219,2.8,78.807,41.342,,
2024/2/1 9:11:11.62,2.7,78.788,41.082,,
2024/2/1 8:52:22.962,3.1,78.659,41.115,,
2024/2/1 5:49:44.464,2.5,78.463,41.213,,
2024/2/1 5:31:33.429,3.5,78.067,40.361,,
2024/2/1 5:30:44.013,1.9,78.783,41.322,,
2024/2/1 4:59:40.598,2,78.622,41.099,,
2024/2/1 4:14:13.16,2.4,83.906,41.126,,
2024/2/1 3:52:7.701,2.7,78.827,41.334,,
2024/2/1 3:21:10.118,4.4,78.748,41.295,,
2024/2/1 3:2:20.02,2.8,78.968,41.353,,
2024/2/1 2:55:0.196,2,78.856,41.299,,
2024/2/1 2:43:50.756,2.2,83.218,42.684,,
2024/2/1 1:32:30.718,2.1,78.713,41.278,,
2024/2/1 0:55:2.996,2,78.801,41.334,,
2024/1/31 23:54:46.074,2.2,78.572,41.23,,
2024/1/31 23:45:26.502,2.3,78.928,41.374,,
2024/1/31 23:42:19.73,2.9,78.624,41.188,,
2024/1/31 23:39:26.361,2.4,78.912,41.393,,
2024/1/31 23:19:4.45,2.6,78.412,40.991,,
2024/1/31 23:0:28.121,2,78.861,41.397,,
2024/1/31 22:17:31.202,3.1,75.433,39.932,,
2024/1/31 20:19:18.741,2.8,78.842,41.338,,
2024/1/31 20:3:15.349,2.4,78.662,41.057,,
2024/1/31 19:34:3.165,2,78.873,40.947,,
2024/1/31 19:33:36.751,1.8,78.729,41.305,,
2024/1/31 19:22:17.747,2.8,81.954,37.518,,
2024/1/31 19:12:25.572,1.9,78.772,41.172,,
2024/1/31 18:15:23.136,1.9,78.082,41.351,,
2024/1/31 17:40:48.015,1.9,78.718,41.2,,
2024/1/31 17:36:27.217,2.2,78.759,41.322,,
2024/1/31 17:32:36.789,1.9,78.388,41.014,,
2024/1/31 17:27:39.017,2.5,78.594,41.086,,
2024/1/31 17:21:51.346,2.3,78.637,41.081,,
2024/1/31 16:33:3.443,2.3,93.281,42.97,,
2024/1/31 16:25:59.47,2.3,78.5,41.077,,
2024/1/31 15:43:1.797,2.6,78.453,41.116,,
2024/1/31 15:27:17.629,2.3,78.526,41.104,,
2024/1/31 15:12:39.424,2.1,83.854,41.432,,
2024/1/31 14:39:27.214,1.9,83.69,36.57,,
2024/1/31 14:17:1.355,3,83.791,41.188,,
2024/1/31 13:49:34.275,2.3,78.665,41.39,,
2024/1/31 13:29:53.695,1.9,78.634,41.04,,
2024/1/31 13:19:55.448,2.2,78.641,41.133,,
2024/1/31 13:13:1.258,3.8,78.877,41.224,,
2024/1/31 12:25:8.497,1.9,77.946,40.928,,
2024/1/31 12:12:44.261,3.2,78.393,41.014,,
2024/1/31 11:16:31.754,2.1,78.663,41.156,,
2024/1/31 10:52:57.96,2.7,78.623,41.099,,
2024/1/31 10:34:54.915,1.9,78.628,41.091,,
2024/1/31 10:20:47.935,1.9,78.786,41.314,,
2024/1/31 10:15:4.018,2,78.799,41.297,,
2024/1/31 8:38:34.938,2.7,78.531,41.182,,
2024/1/31 8:25:23.024,2.1,78.779,41.291,,
2024/1/31 8:17:17.835,2.7,81.879,41.834,,
2024/1/31 8:9:41.143,2,78.738,41.306,,
2024/1/31 7:28:22.487,2.1,84.606,41.412,,
2024/1/31 7:5:35.265,2,78.649,41.085,,
2024/1/31 6:56:23.45,3,78.627,41.12,,
2024/1/31 6:20:4.57,3.5,78.505,41.025,,
2024/1/31 5:51:9.528,2.7,78.411,40.989,,
2024/1/31 5:40:33.038,2.5,78.533,41.017,,
2024/1/31 4:48:20.553,3.6,78.643,41.097,,
2024/1/31 4:21:23.585,2.6,78.62,41.122,,
2024/1/31 4:13:25.037,2.2,76.681,38.189,,
2024/1/31 3:12:25.274,2.9,78.42,41.126,,
2024/1/31 3:12:2.456,1.9,78.876,41.303,,
2024/1/31 2:54:56.317,2.2,78.66,41.188,,
2024/1/31 2:48:44.911,2,78.419,41.126,,
2024/1/31 2:28:48.109,3,76.877,38.392,,
2024/1/31 2:26:19.769,1.9,78.521,41.022,,
2024/1/31 2:10:10.012,1.9,75.459,39.845,,
2024/1/31 2:2:39.431,1.9,88.203,47.55,,
2024/1/31 1:59:26.453,2.1,78.656,41.102,,
2024/1/31 1:56:41.254,2.1,78.562,41.067,,
2024/1/31 1:31:5.429,2,78.569,41.089,,
2024/1/31 1:21:34.154,2.6,78.523,40.835,,
2024/1/31 1:20:58.419,1.9,78.701,41.105,,
2024/1/30 22:42:47.165,1.9,78.591,41.173,,
2024/1/30 22:41:15.867,2.1,78.616,41.148,,
2024/1/30 21:54:15.733,2.2,78.636,41.127,,
2024/1/30 21:4:29.195,2.9,78.649,41.108,,
2024/1/30 20:54:3.453,2.8,78.792,41.282,,
2024/1/30 20:52:17.101,2.1,78.539,41,,
2024/1/30 20:20:39.818,2.5,78.647,41.097,,
2024/1/30 20:5:37.035,2.4,78.709,41.195,,
2024/1/30 19:47:7.184,2.6,78.635,41.165,,
2024/1/30 19:44:29.319,2.5,78.767,41.317,,
2024/1/30 19:31:33.497,2.2,78.75,41.238,,
2024/1/30 18:59:3.055,1.9,78.662,41.062,,
2024/1/30 17:49:16.44,2.9,78.754,41.285,,
2024/1/30 16:48:17.531,2.2,78.751,41.167,,
2024/1/30 16:37:43.963,3.3,78.479,41.054,,
2024/1/30 16:33:42.985,1.9,78.822,41.35,,
2024/1/30 16:25:4.771,2.9,78.955,41.392,,
2024/1/30 15:55:32.39,2.5,78.973,41.382,,
2024/1/30 15:45:38.362,2,78.612,41.151,,
2024/1/30 15:27:59.12,2.7,78.97,41.39,,
2024/1/30 15:23:26.871,3.2,78.951,41.398,,
2024/1/30 15:1:1.324,1.9,78.678,41.087,,
2024/1/30 14:45:20.629,2.4,78.647,41.169,,
2024/1/30 14:4:0.038,2,78.662,41.117,,
2024/1/30 13:58:17.301,2,78.579,41.166,,
2024/1/30 13:35:55.593,2,78.787,41.278,,
2024/1/30 13:18:12.885,2,78.741,41.267,,
2024/1/30 13:10:22.597,2.7,77.874,40.18,,
2024/1/30 12:48:20.599,3.2,78.707,41.091,,
2024/1/30 12:3:40.088,2.1,78.62,40.931,,
2024/1/30 11:56:56.524,2,78.496,41.108,,
2024/1/30 11:52:29.402,4.1,78.638,41.037,,
2024/1/30 11:41:6.876,2.5,78.686,41.089,,
2024/1/30 11:25:28.628,2,78.61,41.244,,
2024/1/30 10:41:6.591,1.9,78.657,41.059,,
2024/1/30 10:18:34.689,2,78.615,41.115,,
2024/1/30 9:59:11.415,3.2,78.664,41.142,,
2024/1/30 9:44:55.555,4.3,78.7,41.122,,
2024/1/30 9:25:41.905,2.2,82.952,42.71,,
2024/1/30 9:13:50.632,2.2,78.752,41.19,,
2024/1/30 9:2:11.4,2,78.486,41.019,,
2024/1/30 9:1:29.54,2.3,84.041,40.811,,
2024/1/30 8:58:35.45,1.9,78.724,41.253,,
2024/1/30 8:6:57.615,3,83.832,40.777,,
2024/1/30 7:50:52.263,3.1,83.721,41.255,,
2024/1/30 7:48:17.965,2.3,78.631,41.067,,
2024/1/30 7:30:43.288,3.9,78.651,41.099,,
2024/1/30 7:29:47.27,2.2,78.741,41.144,,
2024/1/30 7:8:51.483,1.9,78.384,41.027,,
2024/1/30 6:38:7.539,2.2,78.613,41.236,,
2024/1/30 6:27:30.996,5.6,78.698,41.108,,
2024/1/30 6:19:33.844,2.1,78.672,41.145,,
2024/1/30 6:3:48.406,2.1,78.611,41.057,,
2024/1/30 6:0:10.156,2.2,78.858,41.304,,
2024/1/30 5:17:2.272,1.9,78.293,40.979,,
2024/1/30 5:3:8.499,4.2,78.778,41.174,,
2024/1/30 5:0:48.389,2.8,84.26,40.92,,
2024/1/30 5:0:22.879,3.5,78.797,41.295,,
2024/1/30 4:50:45.86,2.2,83.917,41.3,,
2024/1/30 4:39:36.34,1.9,79.494,41.85,,
2024/1/30 2:49:26.611,3,78.608,41.189,,
2024/1/30 2:30:57.583,3.5,78.551,41.08,,
2024/1/30 2:17:54.979,2.1,78.732,41.278,,
2024/1/30 1:44:14.204,2.3,78.51,41.171,,
2024/1/30 1:14:49.156,2.4,78.748,41.264,,
2024/1/30 0:56:13.942,2.2,78.53,40.999,,
2024/1/29 23:53:16.317,3.3,78.698,41.068,,
2024/1/29 23:34:57.706,2.9,78.504,40.995,,
2024/1/29 22:15:5.296,2.8,83.061,42.714,,
2024/1/29 22:12:11.531,2.1,78.799,41.356,,
2024/1/29 21:54:18.109,3.3,78.727,41.261,,
2024/1/29 21:52:55.9,1.9,78.744,41.331,,
2024/1/29 21:32:24.753,2,78.549,41.218,,
2024/1/29 20:44:57.336,2,78.637,41.166,,
2024/1/29 20:29:37.313,2.5,78.772,41.257,,
2024/1/29 20:8:59.99,2.6,75.515,38.17,,
2024/1/29 20:9:7.172,3.6,78.753,41.149,,
2024/1/29 20:4:26.382,1.9,78.622,41.197,,
2024/1/29 19:59:20.236,2.3,78.503,41.035,,
2024/1/29 19:46:38.269,2.1,78.363,41.09,,
2024/1/29 19:37:46.348,3.7,87.827,43.214,,
2024/1/29 19:20:11.378,1.9,78.655,41.285,,
2024/1/29 19:5:10.961,1.9,78.502,41.027,,
2024/1/29 18:52:53.625,2.6,78.887,41.37,,
2024/1/29 18:14:22.927,3.2,78.435,41.148,,
2024/1/29 17:15:21.961,1.9,78.771,41.309,,
2024/1/29 16:55:10.669,2.4,77.381,39.922,,
2024/1/29 15:26:51.036,2.3,78.503,40.947,,
2024/1/29 15:0:6.909,2.2,78.836,41.321,,
2024/1/29 14:46:3.882,2,78.694,41.257,,
2024/1/29 14:41:42.465,2.5,78.611,41.088,,
2024/1/29 14:1:38.801,2.1,78.752,41.266,,
2024/1/29 13:53:1.908,2.9,78.732,41.027,,
2024/1/29 13:41:24.731,2.3,78.728,41.349,,
2024/1/29 13:36:35.648,2.3,88.216,42.158,,
2024/1/29 13:9:45.456,2.2,78.575,41.08,,
2024/1/29 13:3:49.273,2.8,78.66,41.087,,
2024/1/29 12:21:48.165,3,78.679,41.121,,
2024/1/29 12:19:21.952,2.4,78.604,41.108,,
2024/1/29 12:5:9.255,3.8,78.672,41.083,,
2024/1/29 11:10:55.725,2.4,78.512,41.031,,
2024/1/29 11:3:8.437,2.6,78.665,41.173,,
2024/1/29 10:40:11.685,1.9,78.459,41.072,,
2024/1/29 10:30:47.729,2.1,78.88,40.891,,
2024/1/29 10:30:5.224,2.1,78.838,41.315,,
