ts,magnitudes,longitude,latitude,,
2024/1/29 10:10:3.202,3.1,83.198,40.219,,
2024/1/29 9:53:30.013,3.1,78.743,41.298,,
2024/1/29 9:35:31.35,2.7,78.572,40.979,,
2024/1/29 9:8:4.541,2.2,78.724,41.299,,
2024/1/29 9:0:11.406,1.9,78.62,41.055,,
2024/1/29 8:21:19.797,2.6,78.637,41.08,,
2024/1/29 8:4:12.913,2.1,78.569,41.195,,
2024/1/29 6:42:5.786,2,78.713,41.175,,
2024/1/29 6:7:2.313,2.5,78.601,41.043,,
2024/1/29 6:3:56.001,1.9,78.422,41.127,,
2024/1/29 5:58:29.803,3,78.672,41.066,,
2024/1/29 5:24:46.511,2.5,78.496,41.034,,
2024/1/29 5:8:30.892,1.9,84.557,43.954,,
2024/1/29 4:16:0.448,2.7,78.524,41.013,,
2024/1/29 3:52:12.127,1.9,78.766,41.302,,
2024/1/29 3:31:19.683,1.9,78.964,41.313,,
2024/1/29 3:28:24.326,1.9,78.614,41.103,,
2024/1/29 3:11:22.331,2.1,77.827,39.78,,
2024/1/29 1:52:4.418,2.2,83.782,42.075,,
2024/1/29 1:18:35.628,3.1,78.615,41.148,,
2024/1/29 1:17:4.559,2.1,78.683,41.121,,
2024/1/29 0:54:12.044,2.5,78.459,41.075,,
2024/1/29 0:9:35.915,2,80.725,42.163,,
2024/1/28 22:59:19.745,1.9,78.602,41.086,,
2024/1/28 22:35:11.751,1.9,78.935,41.284,,
2024/1/28 22:25:9.279,1.9,78.943,41.273,,
2024/1/28 22:19:21.694,1.9,78.775,41.311,,
2024/1/28 21:52:55.882,3.1,78.669,41.044,,
2024/1/28 21:32:39.342,1.9,83.457,43.532,,
2024/1/28 20:45:47.284,2.3,77.57,37.769,,
2024/1/28 20:22:52.866,2.5,78.772,41.306,,
2024/1/28 20:4:22.08,2.4,78.633,41.071,,
2024/1/28 19:31:51.379,2,89.19,43.018,,
2024/1/28 19:12:25.906,2.2,78.448,40.997,,
2024/1/28 18:37:37.172,2.3,78.875,41.335,,
2024/1/28 18:20:48.414,1.9,78.653,41.075,,
2024/1/28 17:56:27.088,1.9,78.821,41.112,,
2024/1/28 17:34:6.924,1.9,78.441,41.078,,
2024/1/28 17:8:29.51,2.7,78.757,41.221,,
2024/1/28 17:3:23.077,2.7,78.521,40.995,,
2024/1/28 17:2:9.515,1.9,78.707,41.265,,
2024/1/28 17:1:11.198,2,78.599,41.081,,
2024/1/28 16:58:9.409,2.1,78.601,41.086,,
2024/1/28 16:48:49.725,2,78.675,41.127,,
2024/1/28 16:16:32.379,2,78.568,41.103,,
2024/1/28 15:49:59.969,2.5,78.562,41.022,,
2024/1/28 15:47:28.926,3.3,78.814,41.254,,
2024/1/28 15:13:52.719,1.9,78.588,41.085,,
2024/1/28 15:2:14.91,2.1,78.473,41.045,,
2024/1/28 14:58:24.264,2.1,78.591,41.22,,
2024/1/28 14:30:27.35,2,78.59,41.213,,
2024/1/28 14:13:34.791,2.5,78.837,41.299,,
2024/1/28 13:50:39.988,3.3,84.27,42.212,,
2024/1/28 13:19:8.519,1.9,78.736,41.266,,
2024/1/28 12:54:7.996,2.2,78.62,41.094,,
2024/1/28 12:43:45.106,3.1,78.501,41.01,,
2024/1/28 12:30:36.425,2.7,78.718,41.264,,
2024/1/28 12:11:0.06,1.9,78.845,41.286,,
2024/1/28 12:2:46.174,2.4,78.652,41.198,,
2024/1/28 11:52:56.09,2.5,78.862,41.304,,
2024/1/28 11:51:37.833,2,78.695,41.199,,
2024/1/28 11:22:16.216,2.6,78.571,41.104,,
2024/1/28 10:47:30.504,2.1,78.565,41.118,,
2024/1/28 10:42:43.19,2,78.574,41.121,,
2024/1/28 10:35:32.63,2.9,78.756,41.279,,
2024/1/28 10:1:37.745,3.4,78.789,41.138,,
2024/1/28 9:42:55.806,1.9,78.713,41.289,,
2024/1/28 9:41:36.336,1.9,78.499,41.028,,
2024/1/28 8:40:9.345,2.1,78.576,41.138,,
2024/1/28 8:20:8.986,3.3,78.612,41.076,,
2024/1/28 7:48:19.631,2.3,78.532,41.004,,
2024/1/28 7:31:41.496,2.4,78.747,41.284,,
2024/1/28 7:21:49.237,1.9,78.589,41.171,,
2024/1/28 6:52:19.121,2.6,83.649,41.058,,
2024/1/28 6:8:5.827,2.6,78.777,41.308,,
2024/1/28 5:25:10.126,2.9,78.748,41.273,,
2024/1/28 5:23:15.715,2.1,78.549,40.996,,
2024/1/28 5:16:50.868,2.2,88.775,43.283,,
2024/1/28 4:32:52.317,2.3,78.648,41.069,,
2024/1/28 4:27:44.383,1.9,78.56,41.078,,
2024/1/28 4:5:29.142,2.3,78.702,41.221,,
2024/1/28 3:54:22.359,2,78.48,40.696,,
2024/1/28 3:43:34.438,2.1,78.577,41.142,,
2024/1/28 3:35:21.687,2,78.504,41.212,,
2024/1/28 3:32:56.931,2.9,78.698,41.129,,
2024/1/28 3:11:14.141,2.9,78.937,41.368,,
2024/1/28 2:7:24.83,1.9,78.773,41.309,,
2024/1/28 2:3:39.018,1.9,78.616,41.203,,
2024/1/28 1:54:24.129,2.2,78.729,41.301,,
2024/1/28 1:51:53.288,2.4,78.559,41.045,,
2024/1/28 1:49:29.873,1.9,78.791,41.246,,
2024/1/28 1:41:31.175,3.4,78.516,41.082,,
2024/1/28 1:35:42.607,2.1,78.486,41.053,,
2024/1/28 0:59:37.73,1.8,83.999,40.954,,
2024/1/28 0:59:34.074,2.3,78.708,41.239,,
2024/1/28 0:58:31.375,2,78.624,41.188,,
2024/1/28 0:20:41.834,2.2,78.799,41.26,,
2024/1/28 0:5:43.265,2.1,78.681,41.168,,
2024/1/27 23:54:24.738,2.8,78.575,41.128,,
2024/1/27 23:51:30.98,2.4,78.73,41.267,,
2024/1/27 23:39:34.004,2.7,78.732,41.176,,
2024/1/27 23:23:21.044,2.3,78.784,41.272,,
2024/1/27 23:6:33.226,3.9,83.573,41.292,,
2024/1/27 23:2:48.152,1.8,78.518,41.082,,
2024/1/27 22:58:50.057,2.6,78.586,41.121,,
2024/1/27 22:4:50.281,2.7,78.767,41.269,,
2024/1/27 21:50:41.872,2.1,78.642,41.18,,
2024/1/27 21:44:46.167,2.5,78.576,41.126,,
2024/1/27 21:23:0.24,2.1,78.505,41.031,,
2024/1/27 21:2:9.579,3,78.771,41.301,,
2024/1/27 20:57:29.854,2.5,78.616,41.132,,
2024/1/27 20:25:3.44,2.7,83.732,41.204,,
2024/1/27 19:29:59.551,3.6,78.855,41.255,,
2024/1/27 19:24:13.394,2.3,78.635,41.139,,
2024/1/27 19:8:53.324,2.6,78.771,41.308,,
2024/1/27 18:54:53.947,2.1,78.593,41.2,,
2024/1/27 18:50:27.622,1.9,78.648,41.14,,
2024/1/27 18:47:59.263,2,78.604,41.084,,
2024/1/27 18:19:34.026,2.9,78.638,41.08,,
2024/1/27 17:55:26.933,2.3,78.499,41.042,,
2024/1/27 17:38:32.847,1.9,78.457,41.125,,
2024/1/27 17:28:30.452,2.4,78.611,41.212,,
2024/1/27 17:17:22.169,2,78.727,41.31,,
2024/1/27 17:14:40.909,1.9,78.549,41.257,,
2024/1/27 17:2:54.367,5.1,78.664,41.186,,
2024/1/27 16:56:19.289,2.3,78.421,40.972,,
2024/1/27 16:46:11.707,2.1,78.514,41.021,,
2024/1/27 16:28:14.691,2.2,78.717,41.183,,
2024/1/27 15:59:25.963,2.4,78.62,41.145,,
2024/1/27 15:56:45.223,2.1,87.822,43.546,,
2024/1/27 15:45:26.224,2.3,78.822,41.392,,
2024/1/27 15:39:1.575,2.3,78.478,40.714,,
2024/1/27 15:26:3.513,2.5,78.802,41.292,,
2024/1/27 15:19:49.07,2.1,78.446,40.721,,
2024/1/27 15:4:59.018,2.1,78.648,41.198,,
2024/1/27 14:47:32.74,2.3,78.654,41.152,,
2024/1/27 13:43:14.523,1.9,80.224,42.339,,
2024/1/27 13:33:3.239,2,80.203,42.348,,
2024/1/27 13:29:12.979,4,80.325,42.285,,
2024/1/27 13:27:23.084,1.9,78.848,41.345,,
2024/1/27 13:12:5.841,3.2,80.333,42.289,,
2024/1/27 13:6:16.178,2.7,78.526,40.991,,
2024/1/27 13:4:16.485,2,78.796,41.283,,
2024/1/27 12:8:30.501,2,78.498,40.998,,
2024/1/27 11:10:26.652,1.9,78.785,41.31,,
2024/1/27 10:33:4.698,2,78.791,41.318,,
2024/1/27 10:32:26.229,2,78.822,41.251,,
2024/1/27 10:16:38.878,2.1,78.602,41.162,,
2024/1/27 9:46:15.544,3.2,78.746,41.338,,
2024/1/27 9:44:17.508,2,78.746,41.333,,
2024/1/27 9:37:25.197,2.6,78.553,41.08,,
2024/1/27 9:16:41.987,2.1,78.801,41.08,,
2024/1/27 8:43:34.071,3.3,78.562,40.973,,
2024/1/27 8:37:18.874,3.9,78.546,40.992,,
2024/1/27 8:36:40.275,2.1,78.38,41.171,,
2024/1/27 8:28:42.692,2.2,78.848,41.307,,
2024/1/27 7:37:59.815,2.5,78.524,41.147,,
2024/1/27 7:32:48.726,2.4,83.44,41.376,,
2024/1/27 7:26:15.091,2.6,78.475,41.091,,
2024/1/27 7:16:23.028,2.2,78.515,41.122,,
2024/1/27 7:12:40.063,2.5,78.536,40.995,,
2024/1/27 7:2:53.048,2.4,77.685,40.333,,
2024/1/27 6:56:12.603,2.2,78.616,41.209,,
2024/1/27 6:41:17.241,2.5,78.501,41.038,,
2024/1/27 6:38:13.96,2,78.795,41.301,,
2024/1/27 6:37:18.175,2,78.505,41.075,,
2024/1/27 6:30:16.398,1.8,88.367,41.899,,
2024/1/27 5:29:20.991,1.9,78.584,41.184,,
2024/1/27 4:58:29.403,2.1,78.836,41.24,,
2024/1/27 4:57:30.777,2.1,78.855,41.362,,
2024/1/27 4:43:49.841,3.3,78.606,41.077,,
2024/1/27 4:36:15.08,2.4,78.882,41.236,,
2024/1/27 4:30:2.944,2.3,78.454,41.091,,
2024/1/27 4:20:59.365,2,78.585,41.082,,
2024/1/27 3:47:18.036,2.2,78.556,41.104,,
2024/1/27 3:37:8.182,2.6,78.642,41.179,,
2024/1/27 3:28:59.758,2.8,78.652,41.074,,
2024/1/27 3:2:45.627,3.5,75.872,40.043,,
2024/1/27 3:2:16.305,3.2,75.815,40.088,,
2024/1/27 2:59:7.505,2,78.587,41.18,,
2024/1/27 2:43:58.196,2.3,78.94,41.311,,
2024/1/27 1:56:42.729,3.1,78.799,41.271,,
2024/1/27 1:55:41.272,2.5,78.911,41.388,,
2024/1/27 1:54:51.573,2,78.922,41.376,,
2024/1/27 1:47:19.266,2.2,82.736,45.341,,
2024/1/27 1:46:44.827,2.1,78.8,41.33,,
2024/1/27 1:41:47.763,2.2,78.8,41.181,,
2024/1/27 1:36:50.722,2.6,75.827,40.081,,
2024/1/27 1:19:59.133,2,83.708,41.245,,
2024/1/27 1:1:0.751,3,78.652,41.055,,
2024/1/27 0:59:22.032,2.2,78.866,40.953,,
2024/1/27 0:58:43.958,2.2,78.66,41.062,,
2024/1/27 0:45:59.891,2.5,78.543,41.029,,
2024/1/27 0:18:49.873,3.2,83.438,41.156,,
2024/1/27 0:0:22.49,3.9,78.658,41.094,,
2024/1/26 23:54:52.328,2.6,82.484,43.254,,
2024/1/26 23:51:6.205,2.3,78.458,40.988,,
2024/1/26 23:30:9.239,1.9,78.613,41.071,,
2024/1/26 22:24:43.323,3.2,82.448,43.55,,
2024/1/26 22:10:11.245,2.4,78.665,41.098,,
2024/1/26 21:48:38.334,2,78.394,40.953,,
2024/1/26 21:40:33.817,2.1,78.754,41.284,,
2024/1/26 21:39:0.557,2,78.84,41.296,,
2024/1/26 21:11:15.553,3.4,78.784,41.274,,
2024/1/26 21:8:4.553,2.6,78.772,41.295,,
2024/1/26 20:48:43.595,2.1,78.798,41.239,,
2024/1/26 20:36:28.458,2.2,78.96,41.346,,
2024/1/26 20:19:41.945,1.9,78.742,41.199,,
2024/1/26 20:5:28.305,4.4,78.837,41.147,,
2024/1/26 19:53:0.367,2.2,78.477,41.015,,
2024/1/26 19:48:59.491,3.2,78.748,41.304,,
2024/1/26 19:27:56.444,2.1,78.562,41.061,,
2024/1/26 19:16:47.044,2.3,78.782,41.132,,
2024/1/26 18:54:3.911,1.9,78.747,41.164,,
2024/1/26 18:50:29.424,2.7,78.645,41.087,,
2024/1/26 18:45:43.157,1.9,78.836,41.301,,
2024/1/26 18:39:38.661,2,78.731,41.208,,
2024/1/26 18:35:46.417,2.3,78.636,41.037,,
2024/1/26 18:31:7.748,2.2,78.73,41.266,,
2024/1/26 18:16:36.266,4.3,78.797,41.146,,
2024/1/26 18:7:11.198,2.1,78.862,41.305,,
2024/1/26 17:46:32.963,2,78.846,41.297,,
2024/1/26 17:39:55.67,2.2,78.66,41.058,,
2024/1/26 16:43:28.539,2.2,78.451,41.07,,
2024/1/26 16:17:56.943,4.2,78.607,41.078,,
2024/1/26 15:58:35.404,2.2,78.664,41.056,,
2024/1/26 15:43:15.731,2.6,78.643,41.105,,
2024/1/26 15:15:6.407,2.5,78.718,41.245,,
2024/1/26 15:12:24.646,2.2,78.634,41.076,,
2024/1/26 14:58:42.001,2,78.517,40.944,,
2024/1/26 14:54:41.162,3.6,78.632,41.161,,
2024/1/26 14:53:3.447,2.1,78.592,41.115,,
2024/1/26 14:48:19.812,1.9,78.801,41.32,,
2024/1/26 14:5:29.519,1.9,78.793,41.355,,
2024/1/26 13:59:18.137,2.3,78.842,41.26,,
2024/1/26 13:49:24.658,2.4,83.586,41.309,,
2024/1/26 13:43:3.699,2.7,78.914,41.347,,
2024/1/26 13:7:22.467,3.4,78.692,41.065,,
2024/1/26 12:58:29.351,1.9,78.617,41.144,,
2024/1/26 12:22:39.372,2.5,78.618,41.139,,
2024/1/26 12:11:41.136,2,78.643,41.127,,
2024/1/26 11:54:47.644,2.1,78.767,41.339,,
2024/1/26 11:39:0.698,2.1,78.597,41.252,,
2024/1/26 11:35:57.865,1.9,86.519,43.339,,
2024/1/26 11:36:17.855,2.5,78.522,41.045,,
2024/1/26 11:27:31.65,1.9,78.661,41.159,,
2024/1/26 11:25:40.829,2.1,78.854,41.316,,
2024/1/26 11:23:16.842,3,78.597,41.131,,
2024/1/26 10:59:56.045,2.5,78.786,41.231,,
2024/1/26 10:47:24.67,2.3,78.625,41.052,,
2024/1/26 10:44:51.642,1.9,78.558,40.942,,
2024/1/26 10:35:39.689,2.7,78.699,41.165,,
2024/1/26 10:28:36.918,3.3,78.636,41.081,,
2024/1/26 10:25:57.719,4.2,78.798,41.218,,
2024/1/26 10:23:10.971,2,78.712,41.278,,
2024/1/26 10:21:45.709,2.6,78.619,41.054,,
2024/1/26 10:17:49.113,2,78.868,41.269,,
2024/1/26 10:11:12.427,2.5,78.778,41.206,,
2024/1/26 9:55:5.242,4.5,78.648,41.087,,
2024/1/26 9:38:9.035,3.2,78.698,41.112,,
2024/1/26 9:32:27.27,2.5,78.435,41.059,,
2024/1/26 9:28:26.423,2,78.799,41.319,,
2024/1/26 9:14:17.345,4,78.638,41.08,,
2024/1/26 9:10:26.68,2.1,78.598,41.115,,
2024/1/26 8:45:54.934,2.1,78.755,41.235,,
2024/1/26 8:38:50.049,2.4,78.747,41.237,,
2024/1/26 8:11:31.944,2.1,78.638,41.34,,
2024/1/26 7:55:42.238,3.2,78.537,40.997,,
2024/1/26 7:51:12.752,2.1,78.62,41.196,,
2024/1/26 7:48:33.984,2.3,78.591,41.119,,
2024/1/26 7:46:53.986,3.6,78.757,41.144,,
2024/1/26 7:36:59.582,3,78.78,41.269,,
2024/1/26 7:34:13.479,2.7,76.727,38.234,,
2024/1/26 7:21:25.365,2.7,78.777,41.314,,
2024/1/26 7:13:4.718,1.9,78.516,41.018,,
2024/1/26 6:49:39.793,1.9,78.802,41.307,,
2024/1/26 6:38:0.742,4.7,78.643,41.12,,
2024/1/26 6:26:22.139,2.7,78.855,41.293,,
2024/1/26 6:13:31.781,2.2,78.794,41.176,,
2024/1/26 6:11:35.588,1.9,78.651,41.252,,
2024/1/26 6:5:30.737,1.9,78.815,41.302,,
2024/1/26 5:59:12.408,2.8,78.661,41.077,,
2024/1/26 5:35:46.767,2.1,78.859,41.258,,
2024/1/26 5:22:7.042,3.2,78.662,41.104,,
2024/1/26 5:10:53.585,4.3,78.657,41.089,,
2024/1/26 4:48:55.665,1.9,78.839,41.296,,
2024/1/26 4:34:37.792,2.4,78.753,41.23,,
2024/1/26 4:21:30.991,3.6,78.865,41.26,,
2024/1/26 4:21:15.173,2.1,78.908,41.392,,
2024/1/26 4:13:27.382,2.7,78.863,41.299,,
2024/1/26 4:8:26.139,2.3,78.826,41.304,,
2024/1/26 4:1:19.763,5.5,78.877,41.286,,
2024/1/26 3:51:0.263,3.3,78.745,41.25,,
2024/1/26 3:42:41.107,2.5,78.52,41.061,,
2024/1/26 3:31:48.34,3.3,78.719,41.261,,
2024/1/26 3:21:29.357,4.2,77.492,40.483,,
2024/1/26 3:15:6.375,2,77.899,40.389,,
2024/1/26 3:1:45.87,2.2,77.899,40.392,,
2024/1/26 2:59:1.921,2.1,78.74,41.351,,
2024/1/26 2:52:54.709,2,78.793,41.372,,
2024/1/26 2:51:9.04,2,78.81,41.352,,
2024/1/26 2:49:34.795,2,78.648,41.165,,
2024/1/26 2:13:18.027,1.9,78.605,41.046,,
2024/1/26 2:2:17.069,2.7,78.767,41.343,,
2024/1/26 1:50:30.716,1.9,78.633,41.177,,
2024/1/26 1:42:41.641,2.2,78.792,41.289,,
2024/1/26 1:31:33.244,2.4,78.521,41.086,,
2024/1/26 1:27:9.876,2.3,78.745,41.262,,
2024/1/26 1:10:37.746,2.6,78.565,41.026,,
2024/1/26 1:9:15.218,2.9,78.951,41.348,,
2024/1/26 1:7:12.466,2.5,78.651,41.071,,
2024/1/26 1:4:37.404,3,78.747,41.284,,
2024/1/26 1:2:16.867,2.4,78.661,41.071,,
2024/1/26 1:0:17.568,3.1,91.334,43.846,,
2024/1/26 1:0:15.046,2.5,77.435,40.583,,
2024/1/26 0:47:2.347,3,78.793,41.276,,
2024/1/26 0:35:12.217,2.2,78.591,41.079,,
2024/1/26 0:30:51.197,2.1,78.796,41.048,,
2024/1/26 0:27:46.414,2.2,78.95,41.346,,
2024/1/26 0:15:22.046,2.3,78.567,41.132,,
2024/1/26 0:11:28.906,2.5,78.575,40.965,,
2024/1/26 0:0:34.988,2.2,78.651,41.17,,
2024/1/25 23:50:21.46,2.1,78.567,41.068,,
2024/1/25 23:43:43.829,3.1,78.632,41.125,,
2024/1/25 23:11:59.95,2.5,78.695,41.243,,
2024/1/25 23:9:52.973,2.5,78.749,41.193,,
2024/1/25 22:39:20.84,2.1,78.565,41.117,,
2024/1/25 22:35:28.952,3,78.727,41.216,,
2024/1/25 22:24:33.886,2.1,78.769,41.267,,
2024/1/25 22:9:43.089,2.1,78.812,41.343,,
2024/1/25 22:7:33.51,2.8,78.885,41.372,,
2024/1/25 22:4:10.872,2,78.782,41.288,,
2024/1/25 22:0:5.737,1.9,78.506,41.027,,
2024/1/25 21:57:33.808,1.9,78.641,41.031,,
2024/1/25 21:54:53.247,3.7,78.412,41.126,,
2024/1/25 21:44:51.415,1.9,78.765,41.263,,
2024/1/25 21:44:4.095,1.9,78.504,41.086,,
2024/1/25 21:36:41.298,2.4,78.549,41.038,,
2024/1/25 21:31:29.729,2.6,78.639,41.082,,
2024/1/25 21:26:57.176,3,78.801,41.292,,
2024/1/25 21:12:3.841,3,78.512,41.087,,
2024/1/25 20:55:54.721,1.9,78.756,41.334,,
2024/1/25 20:54:44.436,2,78.798,41.303,,
2024/1/25 20:51:30.736,2.6,78.798,41.282,,
2024/1/25 20:32:52.504,2.3,78.602,41.123,,
2024/1/25 20:27:25.971,3.4,78.657,41.073,,
2024/1/25 20:19:45.228,2,78.252,41.116,,
2024/1/25 20:13:2.908,2.2,78.708,41.163,,
2024/1/25 20:9:29.445,2.6,78.81,41.319,,
2024/1/25 20:1:39.218,2.4,78.778,41.304,,
2024/1/25 19:47:48.943,2.1,78.49,41.03,,
2024/1/25 19:29:11.021,2.6,78.64,41.076,,
2024/1/25 19:25:9.556,2.1,78.561,41.119,,
2024/1/25 19:10:25.968,2.2,83.84,36.53,,
2024/1/25 19:0:23.285,1.9,78.612,41.092,,
2024/1/25 18:59:35.234,2.7,78.586,41.169,,
2024/1/25 18:40:33.049,2.8,78.634,41.12,,
2024/1/25 18:32:15.412,2.3,78.584,41.129,,
2024/1/25 18:24:26.487,2.6,78.738,41.312,,
2024/1/25 17:47:4.608,2.5,78.8,41.164,,
2024/1/25 17:40:59.755,2.1,78.579,41.119,,
2024/1/25 17:33:34.242,2.4,78.92,41.368,,
2024/1/25 17:32:24.131,2.7,78.64,41.077,,
2024/1/25 17:29:42.673,3.9,78.93,41.345,,
2024/1/25 17:25:18.422,2,78.331,41.062,,
2024/1/25 17:18:53.623,2.3,78.575,41.104,,
2024/1/25 17:16:49.036,3,78.698,41.207,,
2024/1/25 17:6:6.874,2.1,78.909,41.391,,
2024/1/25 17:2:33.855,2,78.614,41.041,,
2024/1/25 16:58:53.333,3.7,78.649,41.093,,
2024/1/25 16:42:45.353,3.8,78.618,41.093,,
2024/1/25 16:39:39.478,2.1,78.608,41.158,,
2024/1/25 16:35:7.099,2.3,78.538,41.133,,
2024/1/25 16:23:28.776,2.6,78.837,41.326,,
2024/1/25 16:14:36.953,4.3,78.947,41.339,,
2024/1/25 15:59:27.309,2.3,78.931,41.383,,
2024/1/25 15:51:9.103,3.5,78.588,40.953,,
2024/1/25 15:41:29.468,2.4,78.533,41.03,,
2024/1/25 15:39:57.75,2,78.716,41.236,,
2024/1/25 15:37:30.538,1.9,78.72,41.23,,
2024/1/25 15:27:7.041,2.5,78.609,41.197,,
2024/1/25 15:18:19.368,2,78.603,41.162,,
2024/1/25 15:11:8.742,2.8,78.538,41.115,,
2024/1/25 15:10:21.814,2,78.584,41.087,,
2024/1/25 14:49:14.006,2.3,78.64,41.121,,
2024/1/25 14:43:17.996,3.1,78.661,41.102,,
2024/1/25 14:29:49.253,1.9,78.719,41.089,,
2024/1/25 14:13:31.489,2.3,78.65,41.122,,
2024/1/25 14:10:56.866,2.2,78.627,41.044,,
2024/1/25 14:6:24.513,2,78.475,40.981,,
2024/1/25 14:3:24.059,2,78.547,41.125,,
2024/1/25 13:37:16.346,2,78.736,40.844,,
2024/1/25 13:31:39.038,1.9,78.81,41.39,,
2024/1/25 13:24:27.543,2,78.616,41.103,,
2024/1/25 13:16:20.727,2.4,78.798,41.112,,
2024/1/25 13:14:21.221,2.6,78.611,41.131,,
2024/1/25 13:9:55.585,2.4,78.668,41.049,,
2024/1/25 13:8:4.381,2.7,78.731,41.272,,
2024/1/25 13:6:54.937,1.9,78.661,41.06,,
2024/1/25 13:3:6.873,2.7,78.687,41.066,,
2024/1/25 13:2:48.067,2.2,78.609,41.105,,
2024/1/25 13:0:23.688,3.8,78.639,41.072,,
2024/1/25 12:59:11.797,4.3,78.751,41.244,,
2024/1/25 12:54:50.8,3.7,78.647,41.093,,
2024/1/25 12:53:8.688,2.1,78.582,41.102,,
2024/1/25 12:49:21.576,1.9,78.836,41.295,,
2024/1/25 12:21:51.898,3.6,78.637,41.08,,
2024/1/25 12:11:48.034,2.7,78.787,41.327,,
2024/1/25 11:49:51.475,3.1,78.967,41.403,,
2024/1/25 11:43:48.599,2,78.656,41.056,,
2024/1/25 11:12:35.615,1.9,78.484,41.043,,
2024/1/25 11:11:3.074,2.2,78.618,41.065,,
2024/1/25 11:1:1.479,2.2,78.58,41.134,,
2024/1/25 10:55:42.834,2.5,78.62,41.068,,
2024/1/25 10:45:52.689,1.9,77.378,39.96,,
2024/1/25 10:44:59.63,1.9,78.637,41.082,,
2024/1/25 10:35:6.406,2.5,78.614,41.148,,
2024/1/25 10:31:14.866,1.9,78.83,41.376,,
2024/1/25 10:18:47.586,2.1,78.57,41.013,,
2024/1/25 10:16:25.442,3,78.643,41.085,,
2024/1/25 10:8:37.378,3.1,78.648,41.092,,
2024/1/25 10:5:31.475,2,78.812,41.294,,
2024/1/25 10:2:43.252,2.3,78.667,41.09,,
2024/1/25 9:59:44.949,2,78.626,41.081,,
2024/1/25 9:55:14.547,2.2,78.639,41.072,,
2024/1/25 9:52:45.837,2.4,78.578,41.096,,
2024/1/25 9:51:43.245,2.5,78.629,41.054,,
2024/1/25 9:51:3.121,2.3,78.635,41.128,,
2024/1/25 9:43:35.81,4.5,78.636,41.092,,
2024/1/25 9:33:21.97,2.2,78.594,41.119,,
2024/1/25 9:29:59.472,2.1,78.581,41.077,,
2024/1/25 9:24:23.6,5.2,78.644,41.085,,
2024/1/25 9:21:1.577,2.2,78.772,41.306,,
2024/1/25 9:18:21.062,2.2,78.944,41.363,,
2024/1/25 9:13:24.008,4,78.601,41.083,,
2024/1/25 9:10:17.934,2.3,78.545,40.996,,
2024/1/25 9:6:19.75,2.6,78.618,41.102,,
2024/1/25 8:41:40.939,2.8,78.618,41.07,,
2024/1/25 8:30:2.243,2.4,78.626,41.071,,
2024/1/25 8:24:48.16,2.4,78.665,41.138,,
2024/1/25 8:21:34.09,2.8,78.608,41.079,,
2024/1/25 8:12:57.729,2.8,78.564,40.973,,
2024/1/25 8:4:55.537,2.1,78.67,40.971,,
2024/1/25 7:59:58.558,3,78.654,41.047,,
2024/1/25 7:55:57.864,2.5,78.631,41.068,,
2024/1/25 7:44:4.191,2,78.843,41.298,,
2024/1/25 7:41:4.454,2.7,78.616,41.137,,
2024/1/25 7:37:47.948,2.4,78.571,41.088,,
2024/1/25 7:36:30.343,2.3,78.783,41.365,,
2024/1/25 7:34:36.47,3,78.821,41.337,,
2024/1/25 7:27:47.744,3,78.612,41.069,,
2024/1/25 7:26:3.319,1.9,78.938,41.298,,
2024/1/25 7:22:18.417,3.2,78.633,41.044,,
2024/1/25 7:8:31.333,2.1,78.69,40.961,,
2024/1/25 6:54:5.707,2.1,78.614,41.098,,
2024/1/25 6:43:28.75,2,78.585,41.074,,
2024/1/25 6:21:37.727,5.3,78.617,41.074,,
2024/1/25 5:49:59.467,3.7,78.652,41.04,,
2024/1/25 5:43:30.887,2.7,78.84,41.35,,
2024/1/25 5:32:52.634,2.2,78.577,41.106,,
2024/1/25 5:28:37.931,2.1,86.888,43.927,,
2024/1/25 5:19:53.546,2.2,78.655,41.077,,
2024/1/25 5:19:22.118,2.3,78.735,41.037,,
2024/1/25 4:59:21.289,2.4,78.66,41.192,,
2024/1/25 4:50:46.012,2.7,78.592,41.125,,
2024/1/25 4:42:26.456,1.9,78.542,40.962,,
2024/1/25 4:38:11.641,3.2,78.474,41.086,,
2024/1/25 4:34:56.2,4.6,78.825,41.23,,
2024/1/25 4:28:32.608,1.9,78.571,40.925,,
2024/1/25 4:23:14.944,2.8,78.619,41.145,,
2024/1/25 4:22:9.925,2.4,78.546,40.995,,
2024/1/25 4:18:46.189,2.1,78.816,41.264,,
2024/1/25 4:11:48.879,3.6,78.53,41.012,,
2024/1/25 4:10:24.588,2.4,78.523,41.014,,
2024/1/25 4:4:50.625,4.8,78.551,41.001,,
2024/1/25 4:3:31.935,2.7,78.733,41.304,,
2024/1/25 3:59:45.112,4,78.623,41.107,,
2024/1/25 3:51:26.731,3.8,82.452,41.922,,
2024/1/25 3:50:17.721,2.1,78.605,41.085,,
2024/1/25 3:41:51.674,1.9,78.79,41.318,,
2024/1/25 3:33:15.399,4.1,78.622,41.149,,
2024/1/25 3:31:48.848,2.6,78.711,41.128,,
2024/1/25 3:22:58.619,1.9,78.816,41.307,,
2024/1/25 3:15:40.825,2.5,78.796,41.283,,
2024/1/25 2:53:21.286,1.9,78.772,41.307,,
2024/1/25 2:50:29.708,2.5,78.832,41.28,,
2024/1/25 2:45:8.979,4.2,78.836,41.284,,
